"ReplicateID","# tracers added (true)","# spores in the sample (true)","# counts","# spores counted","# tracers counted"
2,14300,21,292,0,292
3,14300,21,292,0,292
4,14300,21,292,1,291
5,14300,21,292,0,292
1,14300,44,292,0,292
2,14300,44,292,1,291
3,14300,44,292,1,291
4,14300,44,292,1,291
5,14300,44,292,0,292
1,14300,91,292,0,292
2,14300,91,292,2,290
3,14300,91,292,2,290
4,14300,91,292,0,292
5,14300,91,292,4,288
1,14300,187,292,6,286
2,14300,187,292,5,287
3,14300,187,292,7,285
4,14300,187,292,5,287
5,14300,187,292,2,290
1,14300,386,292,6,286
2,14300,386,292,11,281
3,14300,386,292,9,283
4,14300,386,292,11,281
5,14300,386,292,7,285
1,14300,795,292,13,279
2,14300,795,292,13,279
3,14300,795,292,21,271
4,14300,795,292,11,281
5,14300,795,292,17,275
1,14300,1637,292,43,249
2,14300,1637,292,37,255
3,14300,1637,292,30,262
4,14300,1637,292,29,263
5,14300,1637,292,34,258
1,14300,3371,292,59,233
2,14300,3371,292,53,239
3,14300,3371,292,48,244
4,14300,3371,292,63,229
5,14300,3371,292,50,242
1,14300,6943,292,92,200
2,14300,6943,292,94,198
3,14300,6943,292,97,195
4,14300,6943,292,92,200
5,14300,6943,292,92,200
1,14300,14300,292,159,133
2,14300,14300,292,156,136
3,14300,14300,292,143,149
4,14300,14300,292,163,129
5,14300,14300,292,163,129
1,17100,26,292,0,292
2,17100,26,292,0,292
3,17100,26,292,2,290
4,17100,26,292,2,290
5,17100,26,292,1,291
1,17100,53,292,0,292
2,17100,53,292,3,289
3,17100,53,292,0,292
4,17100,53,292,1,291
5,17100,53,292,2,290
1,17100,109,292,3,289
2,17100,109,292,0,292
3,17100,109,292,3,289
4,17100,109,292,2,290
5,17100,109,292,2,290
1,17100,224,292,5,287
2,17100,224,292,2,290
3,17100,224,292,4,288
4,17100,224,292,7,285
5,17100,224,292,4,288
1,17100,461,292,5,287
2,17100,461,292,7,285
3,17100,461,292,6,286
4,17100,461,292,8,284
5,17100,461,292,7,285
1,17100,950,292,17,275
2,17100,950,292,14,278
3,17100,950,292,11,281
4,17100,950,292,11,281
5,17100,950,292,9,283
1,17100,1957,292,37,255
2,17100,1957,292,33,259
3,17100,1957,292,21,271
4,17100,1957,292,32,260
5,17100,1957,292,34,258
1,17100,4031,292,50,242
2,17100,4031,292,60,232
3,17100,4031,292,45,247
4,17100,4031,292,55,237
5,17100,4031,292,48,244
1,17100,8303,292,102,190
2,17100,8303,292,103,189
3,17100,8303,292,104,188
4,17100,8303,292,97,195
5,17100,8303,292,96,196
1,17100,17100,292,140,152
2,17100,17100,292,155,137
3,17100,17100,292,147,145
4,17100,17100,292,132,160
5,17100,17100,292,140,152
1,20448,31,292,1,291
2,20448,31,292,0,292
3,20448,31,292,0,292
4,20448,31,292,1,291
5,20448,31,292,0,292
1,20448,63,292,0,292
2,20448,63,292,2,290
3,20448,63,292,0,292
4,20448,63,292,0,292
5,20448,63,292,2,290
1,20448,130,292,5,287
2,20448,130,292,2,290
3,20448,130,292,5,287
4,20448,130,292,3,289
5,20448,130,292,1,291
1,20448,268,292,2,290
2,20448,268,292,1,291
3,20448,268,292,3,289
4,20448,268,292,4,288
5,20448,268,292,3,289
1,20448,552,292,1,291
2,20448,552,292,6,286
3,20448,552,292,4,288
4,20448,552,292,9,283
5,20448,552,292,4,288
1,20448,1137,292,20,272
2,20448,1137,292,15,277
3,20448,1137,292,13,279
4,20448,1137,292,18,274
5,20448,1137,292,9,283
1,20448,2341,292,26,266
2,20448,2341,292,35,257
3,20448,2341,292,25,267
4,20448,2341,292,31,261
5,20448,2341,292,28,264
1,20448,4821,292,61,231
2,20448,4821,292,52,240
3,20448,4821,292,58,234
4,20448,4821,292,58,234
5,20448,4821,292,55,237
1,20448,9928,292,101,191
2,20448,9928,292,89,203
3,20448,9928,292,94,198
4,20448,9928,292,89,203
5,20448,9928,292,92,200
1,20448,20448,292,141,151
2,20448,20448,292,151,141
3,20448,20448,292,136,156
4,20448,20448,292,133,159
5,20448,20448,292,142,150
1,24452,37,292,0,292
2,24452,37,292,1,291
3,24452,37,292,0,292
4,24452,37,292,0,292
5,24452,37,292,0,292
1,24452,76,292,0,292
2,24452,76,292,0,292
3,24452,76,292,1,291
4,24452,76,292,1,291
5,24452,76,292,0,292
1,24452,156,292,2,290
2,24452,156,292,2,290
3,24452,156,292,4,288
4,24452,156,292,2,290
5,24452,156,292,3,289
1,24452,320,292,1,291
2,24452,320,292,2,290
3,24452,320,292,3,289
4,24452,320,292,3,289
5,24452,320,292,6,286
1,24452,660,292,8,284
2,24452,660,292,7,285
3,24452,660,292,7,285
4,24452,660,292,7,285
5,24452,660,292,12,280
1,24452,1359,292,10,282
2,24452,1359,292,12,280
3,24452,1359,292,10,282
4,24452,1359,292,10,282
5,24452,1359,292,13,279
1,24452,2799,292,36,256
2,24452,2799,292,29,263
3,24452,2799,292,29,263
4,24452,2799,292,31,261
5,24452,2799,292,37,255
1,24452,5765,292,55,237
2,24452,5765,292,65,227
3,24452,5765,292,67,225
4,24452,5765,292,63,229
5,24452,5765,292,43,249
1,24452,11873,292,101,191
2,24452,11873,292,87,205
3,24452,11873,292,89,203
4,24452,11873,292,106,186
5,24452,11873,292,92,200
1,24452,24452,292,174,118
2,24452,24452,292,156,136
3,24452,24452,292,146,146
4,24452,24452,292,154,138
5,24452,24452,292,132,160
1,29240,44,292,1,291
2,29240,44,292,0,292
3,29240,44,292,1,291
4,29240,44,292,1,291
5,29240,44,292,2,290
1,29240,90,292,0,292
2,29240,90,292,0,292
3,29240,90,292,2,290
4,29240,90,292,1,291
5,29240,90,292,0,292
1,29240,186,292,3,289
2,29240,186,292,4,288
3,29240,186,292,2,290
4,29240,186,292,0,292
5,29240,186,292,2,290
1,29240,383,292,3,289
2,29240,383,292,6,286
3,29240,383,292,4,288
4,29240,383,292,2,290
5,29240,383,292,6,286
1,29240,789,292,7,285
2,29240,789,292,7,285
3,29240,789,292,8,284
4,29240,789,292,5,287
5,29240,789,292,8,284
1,29240,1625,292,10,282
2,29240,1625,292,18,274
3,29240,1625,292,22,270
4,29240,1625,292,10,282
5,29240,1625,292,14,278
1,29240,3347,292,29,263
2,29240,3347,292,21,271
3,29240,3347,292,27,265
4,29240,3347,292,17,275
5,29240,3347,292,29,263
1,29240,6894,292,52,240
2,29240,6894,292,64,228
3,29240,6894,292,62,230
4,29240,6894,292,49,243
5,29240,6894,292,58,234
1,29240,14197,292,93,199
2,29240,14197,292,80,212
3,29240,14197,292,82,210
4,29240,14197,292,83,209
5,29240,14197,292,100,192
1,29240,29240,292,152,140
2,29240,29240,292,142,150
3,29240,29240,292,161,131
4,29240,29240,292,149,143
5,29240,29240,292,134,158
1,34966,52,292,1,291
2,34966,52,292,0,292
3,34966,52,292,0,292
4,34966,52,292,0,292
5,34966,52,292,1,291
1,34966,108,292,0,292
2,34966,108,292,0,292
3,34966,108,292,3,289
4,34966,108,292,2,290
5,34966,108,292,0,292
1,34966,222,292,1,291
2,34966,222,292,1,291
3,34966,222,292,2,290
4,34966,222,292,3,289
5,34966,222,292,1,291
1,34966,458,292,4,288
2,34966,458,292,4,288
3,34966,458,292,3,289
4,34966,458,292,7,285
5,34966,458,292,5,287
1,34966,944,292,5,287
2,34966,944,292,6,286
3,34966,944,292,9,283
4,34966,944,292,11,281
5,34966,944,292,5,287
1,34966,1943,292,16,276
2,34966,1943,292,16,276
3,34966,1943,292,12,280
4,34966,1943,292,13,279
5,34966,1943,292,20,272
1,34966,4003,292,33,259
2,34966,4003,292,27,265
3,34966,4003,292,32,260
4,34966,4003,292,22,270
5,34966,4003,292,27,265
1,34966,8243,292,52,240
2,34966,8243,292,52,240
3,34966,8243,292,68,224
4,34966,8243,292,53,239
5,34966,8243,292,62,230
1,34966,16978,292,99,193
2,34966,16978,292,78,214
3,34966,16978,292,96,196
4,34966,16978,292,85,207
5,34966,16978,292,91,201
1,34966,34966,292,134,158
2,34966,34966,292,151,141
3,34966,34966,292,145,147
4,34966,34966,292,147,145
5,34966,34966,292,149,143
1,41813,63,292,1,291
2,41813,63,292,0,292
3,41813,63,292,0,292
4,41813,63,292,0,292
5,41813,63,292,0,292
1,41813,129,292,0,292
2,41813,129,292,0,292
3,41813,129,292,2,290
4,41813,129,292,0,292
5,41813,129,292,1,291
1,41813,266,292,0,292
2,41813,266,292,2,290
3,41813,266,292,2,290
4,41813,266,292,2,290
5,41813,266,292,1,291
1,41813,548,292,8,284
2,41813,548,292,6,286
3,41813,548,292,6,286
4,41813,548,292,2,290
5,41813,548,292,2,290
1,41813,1128,292,10,282
2,41813,1128,292,11,281
3,41813,1128,292,4,288
4,41813,1128,292,7,285
5,41813,1128,292,10,282
1,41813,2324,292,18,274
2,41813,2324,292,10,282
3,41813,2324,292,15,277
4,41813,2324,292,11,281
5,41813,2324,292,12,280
1,41813,4786,292,20,272
2,41813,4786,292,22,270
3,41813,4786,292,29,263
4,41813,4786,292,28,264
5,41813,4786,292,33,259
1,41813,9858,292,63,229
2,41813,9858,292,64,228
3,41813,9858,292,59,233
4,41813,9858,292,50,242
5,41813,9858,292,52,240
1,41813,20302,292,107,185
2,41813,20302,292,83,209
3,41813,20302,292,102,190
4,41813,20302,292,101,191
5,41813,20302,292,95,197
1,41813,41813,292,136,156
2,41813,41813,292,162,130
3,41813,41813,292,146,146
4,41813,41813,292,141,151
5,41813,41813,292,147,145
1,50000,75,292,0,292
2,50000,75,292,1,291
3,50000,75,292,0,292
4,50000,75,292,0,292
5,50000,75,292,0,292
1,50000,154,292,1,291
2,50000,154,292,2,290
3,50000,154,292,2,290
4,50000,154,292,1,291
5,50000,154,292,2,290
1,50000,318,292,4,288
2,50000,318,292,1,291
3,50000,318,292,2,290
4,50000,318,292,4,288
5,50000,318,292,4,288
1,50000,655,292,4,288
2,50000,655,292,2,290
3,50000,655,292,6,286
4,50000,655,292,4,288
5,50000,655,292,1,291
1,50000,1349,292,8,284
2,50000,1349,292,7,285
3,50000,1349,292,9,283
4,50000,1349,292,6,286
5,50000,1349,292,11,281
1,50000,2779,292,14,278
2,50000,2779,292,13,279
3,50000,2779,292,10,282
4,50000,2779,292,14,278
5,50000,2779,292,17,275
1,50000,5724,292,29,263
2,50000,5724,292,27,265
3,50000,5724,292,31,261
4,50000,5724,292,27,265
5,50000,5724,292,36,256
1,50000,11788,292,53,239
2,50000,11788,292,61,231
3,50000,11788,292,59,233
4,50000,11788,292,58,234
5,50000,11788,292,54,238
1,50000,24277,292,112,180
2,50000,24277,292,98,194
3,50000,24277,292,108,184
4,50000,24277,292,90,202
5,50000,24277,292,93,199
1,50000,50000,292,145,147
2,50000,50000,292,142,150
3,50000,50000,292,148,144
4,50000,50000,292,144,148
5,50000,50000,292,144,148
1,10000,15,441,1,440
2,10000,15,441,0,441
3,10000,15,441,0,441
4,10000,15,441,1,440
5,10000,15,441,3,438
1,10000,31,441,1,440
2,10000,31,441,4,437
3,10000,31,441,1,440
4,10000,31,441,1,440
5,10000,31,441,0,441
1,10000,64,441,2,439
2,10000,64,441,4,437
3,10000,64,441,4,437
4,10000,64,441,2,439
5,10000,64,441,5,436
1,10000,131,441,5,436
2,10000,131,441,5,436
3,10000,131,441,4,437
4,10000,131,441,3,438
5,10000,131,441,5,436
1,10000,270,441,5,436
2,10000,270,441,20,421
3,10000,270,441,9,432
4,10000,270,441,14,427
5,10000,270,441,13,428
1,10000,556,441,24,417
2,10000,556,441,22,419
3,10000,556,441,18,423
4,10000,556,441,26,415
5,10000,556,441,22,419
1,10000,1145,441,44,397
2,10000,1145,441,35,406
3,10000,1145,441,51,390
4,10000,1145,441,35,406
5,10000,1145,441,45,396
1,10000,2358,441,76,365
2,10000,2358,441,95,346
3,10000,2358,441,82,359
4,10000,2358,441,86,355
5,10000,2358,441,79,362
1,10000,4855,441,142,299
2,10000,4855,441,143,298
3,10000,4855,441,144,297
4,10000,4855,441,146,295
5,10000,4855,441,126,315
1,10000,10000,441,229,212
2,10000,10000,441,237,204
3,10000,10000,441,231,210
4,10000,10000,441,214,227
5,10000,10000,441,205,236
1,11958,18,441,1,440
2,11958,18,441,1,440
3,11958,18,441,0,441
4,11958,18,441,0,441
5,11958,18,441,1,440
1,11958,37,441,1,440
2,11958,37,441,0,441
3,11958,37,441,5,436
4,11958,37,441,2,439
5,11958,37,441,2,439
1,11958,76,441,5,436
2,11958,76,441,2,439
3,11958,76,441,3,438
4,11958,76,441,3,438
5,11958,76,441,3,438
1,11958,157,441,10,431
2,11958,157,441,10,431
3,11958,157,441,7,434
4,11958,157,441,5,436
5,11958,157,441,8,433
1,11958,323,441,13,428
2,11958,323,441,12,429
3,11958,323,441,17,424
4,11958,323,441,11,430
5,11958,323,441,9,432
1,11958,665,441,26,415
2,11958,665,441,17,424
3,11958,665,441,25,416
4,11958,665,441,27,414
5,11958,665,441,23,418
1,11958,1369,441,38,403
2,11958,1369,441,45,396
3,11958,1369,441,37,404
4,11958,1369,441,43,398
5,11958,1369,441,49,392
1,11958,2819,441,84,357
2,11958,2819,441,70,371
3,11958,2819,441,69,372
4,11958,2819,441,101,340
5,11958,2819,441,85,356
1,11958,5806,441,147,294
2,11958,5806,441,165,276
3,11958,5806,441,166,275
4,11958,5806,441,135,306
5,11958,5806,441,146,295
1,11958,11958,441,212,229
2,11958,11958,441,215,226
3,11958,11958,441,216,225
4,11958,11958,441,224,217
5,11958,11958,441,221,220
1,14300,21,441,0,441
2,14300,21,441,0,441
3,14300,21,441,1,440
4,14300,21,441,1,440
5,14300,21,441,0,441
1,14300,44,441,1,440
2,14300,44,441,0,441
3,14300,44,441,0,441
4,14300,44,441,2,439
5,14300,44,441,0,441
1,14300,91,441,2,439
2,14300,91,441,2,439
3,14300,91,441,2,439
4,14300,91,441,0,441
5,14300,91,441,3,438
1,14300,187,441,6,435
2,14300,187,441,8,433
3,14300,187,441,6,435
4,14300,187,441,2,439
5,14300,187,441,5,436
1,14300,386,441,15,426
2,14300,386,441,10,431
3,14300,386,441,10,431
4,14300,386,441,14,427
5,14300,386,441,10,431
1,14300,795,441,27,414
2,14300,795,441,20,421
3,14300,795,441,20,421
4,14300,795,441,33,408
5,14300,795,441,21,420
1,14300,1637,441,32,409
2,14300,1637,441,58,383
3,14300,1637,441,42,399
4,14300,1637,441,44,397
5,14300,1637,441,50,391
1,14300,3371,441,86,355
2,14300,3371,441,94,347
3,14300,3371,441,106,335
4,14300,3371,441,84,357
5,14300,3371,441,77,364
1,14300,6943,441,152,289
2,14300,6943,441,145,296
3,14300,6943,441,155,286
4,14300,6943,441,157,284
5,14300,6943,441,141,300
1,14300,14300,441,233,208
2,14300,14300,441,209,232
3,14300,14300,441,224,217
4,14300,14300,441,226,215
5,14300,14300,441,215,226
1,17100,26,441,1,440
2,17100,26,441,0,441
3,17100,26,441,1,440
4,17100,26,441,1,440
5,17100,26,441,1,440
1,17100,53,441,1,440
2,17100,53,441,4,437
3,17100,53,441,2,439
4,17100,53,441,2,439
5,17100,53,441,4,437
1,17100,109,441,1,440
2,17100,109,441,3,438
3,17100,109,441,2,439
4,17100,109,441,0,441
5,17100,109,441,4,437
1,17100,224,441,5,436
2,17100,224,441,6,435
3,17100,224,441,9,432
4,17100,224,441,10,431
5,17100,224,441,7,434
1,17100,461,441,9,432
2,17100,461,441,11,430
3,17100,461,441,8,433
4,17100,461,441,13,428
5,17100,461,441,13,428
1,17100,950,441,22,419
2,17100,950,441,16,425
3,17100,950,441,18,423
4,17100,950,441,23,418
5,17100,950,441,18,423
1,17100,1957,441,50,391
2,17100,1957,441,46,395
3,17100,1957,441,50,391
4,17100,1957,441,45,396
5,17100,1957,441,56,385
1,17100,4031,441,80,361
2,17100,4031,441,94,347
3,17100,4031,441,95,346
4,17100,4031,441,75,366
5,17100,4031,441,80,361
1,17100,8303,441,138,303
2,17100,8303,441,157,284
3,17100,8303,441,148,293
4,17100,8303,441,156,285
5,17100,8303,441,153,288
1,17100,17100,441,233,208
2,17100,17100,441,233,208
3,17100,17100,441,222,219
4,17100,17100,441,217,224
5,17100,17100,441,236,205
1,20448,31,441,0,441
2,20448,31,441,1,440
3,20448,31,441,1,440
4,20448,31,441,1,440
5,20448,31,441,0,441
1,20448,63,441,1,440
2,20448,63,441,0,441
3,20448,63,441,1,440
4,20448,63,441,0,441
5,20448,63,441,4,437
1,20448,130,441,4,437
2,20448,130,441,2,439
3,20448,130,441,4,437
4,20448,130,441,2,439
5,20448,130,441,4,437
1,20448,268,441,6,435
2,20448,268,441,6,435
3,20448,268,441,6,435
4,20448,268,441,5,436
5,20448,268,441,8,433
1,20448,552,441,9,432
2,20448,552,441,12,429
3,20448,552,441,6,435
4,20448,552,441,13,428
5,20448,552,441,11,430
1,20448,1137,441,22,419
2,20448,1137,441,22,419
3,20448,1137,441,29,412
4,20448,1137,441,27,414
5,20448,1137,441,16,425
1,20448,2341,441,43,398
2,20448,2341,441,50,391
3,20448,2341,441,46,395
4,20448,2341,441,33,408
5,20448,2341,441,51,390
1,20448,4821,441,89,352
2,20448,4821,441,87,354
3,20448,4821,441,77,364
4,20448,4821,441,76,365
5,20448,4821,441,97,344
1,20448,9928,441,139,302
2,20448,9928,441,157,284
3,20448,9928,441,148,293
4,20448,9928,441,149,292
5,20448,9928,441,160,281
1,20448,20448,441,210,231
2,20448,20448,441,226,215
3,20448,20448,441,228,213
4,20448,20448,441,216,225
5,20448,20448,441,225,216
1,24452,37,441,0,441
2,24452,37,441,2,439
3,24452,37,441,1,440
4,24452,37,441,0,441
5,24452,37,441,0,441
1,24452,76,441,0,441
2,24452,76,441,0,441
3,24452,76,441,1,440
4,24452,76,441,2,439
5,24452,76,441,1,440
1,24452,156,441,3,438
2,24452,156,441,0,441
3,24452,156,441,2,439
4,24452,156,441,2,439
5,24452,156,441,8,433
1,24452,320,441,5,436
2,24452,320,441,8,433
3,24452,320,441,6,435
4,24452,320,441,3,438
5,24452,320,441,6,435
1,24452,660,441,10,431
2,24452,660,441,11,430
3,24452,660,441,11,430
4,24452,660,441,11,430
5,24452,660,441,9,432
1,24452,1359,441,26,415
2,24452,1359,441,27,414
3,24452,1359,441,27,414
4,24452,1359,441,22,419
5,24452,1359,441,27,414
1,24452,2799,441,45,396
2,24452,2799,441,47,394
3,24452,2799,441,51,390
4,24452,2799,441,47,394
5,24452,2799,441,42,399
1,24452,5765,441,98,343
2,24452,5765,441,88,353
3,24452,5765,441,85,356
4,24452,5765,441,83,358
5,24452,5765,441,78,363
1,24452,11873,441,131,310
2,24452,11873,441,140,301
3,24452,11873,441,151,290
4,24452,11873,441,140,301
5,24452,11873,441,148,293
1,24452,24452,441,221,220
2,24452,24452,441,226,215
3,24452,24452,441,206,235
4,24452,24452,441,227,214
5,24452,24452,441,221,220
1,29240,44,441,1,440
2,29240,44,441,1,440
3,29240,44,441,0,441
4,29240,44,441,1,440
5,29240,44,441,0,441
1,29240,90,441,0,441
2,29240,90,441,0,441
3,29240,90,441,2,439
4,29240,90,441,1,440
5,29240,90,441,0,441
1,29240,186,441,7,434
2,29240,186,441,1,440
3,29240,186,441,1,440
4,29240,186,441,1,440
5,29240,186,441,4,437
1,29240,383,441,9,432
2,29240,383,441,5,436
3,29240,383,441,3,438
4,29240,383,441,2,439
5,29240,383,441,13,428
1,29240,789,441,17,424
2,29240,789,441,15,426
3,29240,789,441,13,428
4,29240,789,441,15,426
5,29240,789,441,15,426
1,29240,1625,441,25,416
2,29240,1625,441,16,425
3,29240,1625,441,29,412
4,29240,1625,441,20,421
5,29240,1625,441,22,419
1,29240,3347,441,42,399
2,29240,3347,441,46,395
3,29240,3347,441,43,398
4,29240,3347,441,43,398
5,29240,3347,441,47,394
1,29240,6894,441,88,353
2,29240,6894,441,93,348
3,29240,6894,441,84,357
4,29240,6894,441,83,358
5,29240,6894,441,98,343
1,29240,14197,441,135,306
2,29240,14197,441,151,290
3,29240,14197,441,132,309
4,29240,14197,441,145,296
5,29240,14197,441,152,289
1,29240,29240,441,230,211
2,29240,29240,441,221,220
3,29240,29240,441,238,203
4,29240,29240,441,233,208
5,29240,29240,441,215,226
1,34966,52,441,1,440
2,34966,52,441,2,439
3,34966,52,441,1,440
4,34966,52,441,0,441
5,34966,52,441,0,441
1,34966,108,441,1,440
2,34966,108,441,0,441
3,34966,108,441,1,440
4,34966,108,441,2,439
5,34966,108,441,1,440
1,34966,222,441,3,438
2,34966,222,441,5,436
3,34966,222,441,3,438
4,34966,222,441,1,440
5,34966,222,441,3,438
1,34966,458,441,5,436
2,34966,458,441,3,438
3,34966,458,441,12,429
4,34966,458,441,5,436
5,34966,458,441,6,435
1,34966,944,441,11,430
2,34966,944,441,10,431
3,34966,944,441,5,436
4,34966,944,441,14,427
5,34966,944,441,14,427
1,34966,1943,441,27,414
2,34966,1943,441,21,420
3,34966,1943,441,21,420
4,34966,1943,441,29,412
5,34966,1943,441,16,425
1,34966,4003,441,37,404
2,34966,4003,441,32,409
3,34966,4003,441,39,402
4,34966,4003,441,49,392
5,34966,4003,441,40,401
1,34966,8243,441,82,359
2,34966,8243,441,91,350
3,34966,8243,441,89,352
4,34966,8243,441,91,350
5,34966,8243,441,80,361
1,34966,16978,441,136,305
2,34966,16978,441,148,293
3,34966,16978,441,149,292
4,34966,16978,441,148,293
5,34966,16978,441,133,308
1,34966,34966,441,209,232
2,34966,34966,441,216,225
3,34966,34966,441,225,216
4,34966,34966,441,213,228
5,34966,34966,441,232,209
1,41813,63,441,0,441
2,41813,63,441,1,440
3,41813,63,441,1,440
4,41813,63,441,0,441
5,41813,63,441,3,438
1,41813,129,441,2,439
2,41813,129,441,3,438
3,41813,129,441,4,437
4,41813,129,441,1,440
5,41813,129,441,0,441
1,41813,266,441,2,439
2,41813,266,441,1,440
3,41813,266,441,3,438
4,41813,266,441,2,439
5,41813,266,441,3,438
1,41813,548,441,9,432
2,41813,548,441,12,429
3,41813,548,441,8,433
4,41813,548,441,5,436
5,41813,548,441,5,436
1,41813,1128,441,12,429
2,41813,1128,441,9,432
3,41813,1128,441,10,431
4,41813,1128,441,8,433
5,41813,1128,441,13,428
1,41813,2324,441,22,419
2,41813,2324,441,20,421
3,41813,2324,441,30,411
4,41813,2324,441,16,425
5,41813,2324,441,23,418
1,41813,4786,441,53,388
2,41813,4786,441,43,398
3,41813,4786,441,40,401
4,41813,4786,441,54,387
5,41813,4786,441,47,394
1,41813,9858,441,92,349
2,41813,9858,441,94,347
3,41813,9858,441,82,359
4,41813,9858,441,79,362
5,41813,9858,441,80,361
1,41813,20302,441,138,303
2,41813,20302,441,147,294
3,41813,20302,441,134,307
4,41813,20302,441,156,285
5,41813,20302,441,142,299
1,41813,41813,441,210,231
2,41813,41813,441,230,211
3,41813,41813,441,207,234
4,41813,41813,441,218,223
5,41813,41813,441,217,224
1,50000,75,441,0,441
2,50000,75,441,3,438
3,50000,75,441,3,438
4,50000,75,441,2,439
5,50000,75,441,0,441
1,50000,154,441,0,441
2,50000,154,441,3,438
3,50000,154,441,2,439
4,50000,154,441,0,441
5,50000,154,441,2,439
1,50000,318,441,5,436
2,50000,318,441,3,438
3,50000,318,441,3,438
4,50000,318,441,0,441
5,50000,318,441,3,438
1,50000,655,441,6,435
2,50000,655,441,7,434
3,50000,655,441,9,432
4,50000,655,441,7,434
5,50000,655,441,7,434
1,50000,1349,441,11,430
2,50000,1349,441,11,430
3,50000,1349,441,5,436
4,50000,1349,441,6,435
5,50000,1349,441,14,427
1,50000,2779,441,22,419
2,50000,2779,441,29,412
3,50000,2779,441,23,418
4,50000,2779,441,16,425
5,50000,2779,441,24,417
1,50000,5724,441,41,400
2,50000,5724,441,42,399
3,50000,5724,441,48,393
4,50000,5724,441,42,399
5,50000,5724,441,34,407
1,50000,11788,441,84,357
2,50000,11788,441,82,359
3,50000,11788,441,75,366
4,50000,11788,441,96,345
5,50000,11788,441,74,367
1,50000,24277,441,149,292
2,50000,24277,441,138,303
3,50000,24277,441,141,300
4,50000,24277,441,159,282
5,50000,24277,441,163,278
1,50000,50000,441,217,224
2,50000,50000,441,223,218
3,50000,50000,441,229,212
4,50000,50000,441,219,222
5,50000,50000,441,215,226
1,10000,15,664,1,663
2,10000,15,664,1,663
3,10000,15,664,2,662
4,10000,15,664,0,664
5,10000,15,664,1,663
1,10000,31,664,2,662
2,10000,31,664,5,659
3,10000,31,664,2,662
4,10000,31,664,2,662
5,10000,31,664,0,664
1,10000,64,664,3,661
2,10000,64,664,1,663
3,10000,64,664,3,661
4,10000,64,664,5,659
5,10000,64,664,5,659
1,10000,131,664,3,661
2,10000,131,664,10,654
3,10000,131,664,14,650
4,10000,131,664,8,656
5,10000,131,664,13,651
1,10000,270,664,15,649
2,10000,270,664,19,645
3,10000,270,664,21,643
4,10000,270,664,12,652
5,10000,270,664,16,648
1,10000,556,664,25,639
2,10000,556,664,37,627
3,10000,556,664,24,640
4,10000,556,664,36,628
5,10000,556,664,42,622
1,10000,1145,664,67,597
2,10000,1145,664,64,600
3,10000,1145,664,54,610
4,10000,1145,664,66,598
5,10000,1145,664,63,601
1,10000,2358,664,118,546
2,10000,2358,664,150,514
3,10000,2358,664,144,520
4,10000,2358,664,125,539
5,10000,2358,664,125,539
1,10000,4855,664,208,456
2,10000,4855,664,214,450
3,10000,4855,664,202,462
4,10000,4855,664,222,442
5,10000,4855,664,203,461
1,10000,10000,664,338,326
2,10000,10000,664,348,316
3,10000,10000,664,320,344
4,10000,10000,664,345,319
5,10000,10000,664,324,340
1,11958,18,664,2,662
2,11958,18,664,1,663
3,11958,18,664,2,662
4,11958,18,664,1,663
5,11958,18,664,2,662
1,11958,37,664,3,661
2,11958,37,664,3,661
3,11958,37,664,3,661
4,11958,37,664,2,662
5,11958,37,664,1,663
1,11958,76,664,2,662
2,11958,76,664,6,658
3,11958,76,664,5,659
4,11958,76,664,4,660
5,11958,76,664,2,662
1,11958,157,664,8,656
2,11958,157,664,7,657
3,11958,157,664,5,659
4,11958,157,664,13,651
5,11958,157,664,11,653
1,11958,323,664,17,647
2,11958,323,664,22,642
3,11958,323,664,17,647
4,11958,323,664,14,650
5,11958,323,664,22,642
1,11958,665,664,27,637
2,11958,665,664,32,632
3,11958,665,664,36,628
4,11958,665,664,32,632
5,11958,665,664,38,626
1,11958,1369,664,71,593
2,11958,1369,664,64,600
3,11958,1369,664,75,589
4,11958,1369,664,63,601
5,11958,1369,664,74,590
1,11958,2819,664,136,528
2,11958,2819,664,136,528
3,11958,2819,664,119,545
4,11958,2819,664,129,535
5,11958,2819,664,127,537
1,11958,5806,664,199,465
2,11958,5806,664,200,464
3,11958,5806,664,212,452
4,11958,5806,664,218,446
5,11958,5806,664,206,458
1,11958,11958,664,340,324
2,11958,11958,664,316,348
3,11958,11958,664,328,336
4,11958,11958,664,314,350
5,11958,11958,664,327,337
1,14300,21,664,0,664
2,14300,21,664,2,662
3,14300,21,664,0,664
4,14300,21,664,2,662
5,14300,21,664,1,663
1,14300,44,664,2,662
2,14300,44,664,2,662
3,14300,44,664,2,662
4,14300,44,664,6,658
5,14300,44,664,1,663
1,14300,91,664,1,663
2,14300,91,664,2,662
3,14300,91,664,5,659
4,14300,91,664,5,659
5,14300,91,664,5,659
1,14300,187,664,5,659
2,14300,187,664,9,655
3,14300,187,664,8,656
4,14300,187,664,2,662
5,14300,187,664,13,651
1,14300,386,664,12,652
2,14300,386,664,18,646
3,14300,386,664,16,648
4,14300,386,664,21,643
5,14300,386,664,23,641
1,14300,795,664,36,628
2,14300,795,664,35,629
3,14300,795,664,34,630
4,14300,795,664,39,625
5,14300,795,664,41,623
1,14300,1637,664,64,600
2,14300,1637,664,70,594
3,14300,1637,664,72,592
4,14300,1637,664,64,600
5,14300,1637,664,71,593
1,14300,3371,664,124,540
